,Company,Revenue,Gross Margin,EBITDA Margin,Net Profit Margin,returnOnEquity,ROIC,returnOnAssets,Net Debt to EBITDA,Debt to Equity,10Y Revenue Growth (per Share),10Y Net Income Growth (per Share),5Y Revenue Growth (per Share),5Y Net Income Growth (per Share),3Y Revenue Growth (per Share),3Y Net Income Growth (per Share),PE ratio,Enterprise Value over EBITDA,priceBookValueRatio,Sector,Market Cap,priceVar,Market Capitalisation,Sector Market Cap,year
55,HSY,7421768000.0,0.4495,0.21600000000000005,0.1141,0.5820000000000001,0.2298,0.3438,1.0654,1.4967,0.0647,0.0508,0.0763,0.149,0.0755,0.1113,29.3588,15.4023,15.7759,Consumer Defensive,22954968070.37,-11.837408601958439,1.7207229807606677,1334030423666.5952,2014
65,PETS,233391000.0,0.3326,0.125,0.077,0.2559,0.484,0.2665,-1.1564,0.0,0.0928,0.117,0.0449,-0.0174,0.0446,-0.0087,14.9,8.095,3.8058,Consumer Defensive,270751560.93,23.47965436912064,0.020295756088218497,1334030423666.5952,2014
66,THS,2946102000.0,0.2059,0.1,0.0305,0.0511,0.039,0.0783,4.7182,0.8246,0.1275,0.0721,0.0964,-0.0212,0.0936,-0.0467,37.5132,17.0101,2.0699,Consumer Defensive,3620213855.43,-7.1149544801444256,0.271374159929562,1334030423666.5952,2014
69,IPAR,499261000.0,0.5749,0.121,0.059,0.077,0.3202,0.0751,-4.6318,0.0008,0.0701,0.0573,0.0348,0.0507,-0.0715,-0.0349,28.8947,9.4192,2.2232,Consumer Defensive,849381726.6,-10.5997680990229,0.06367034151031326,1334030423666.5952,2014
70,INGR,5668000000.0,0.1967,0.135,0.0626,0.1631,0.093,0.1015,1.5716,0.8365,0.0949,0.1418,0.0945,0.5453,-0.0183,-0.0396,17.6017,9.5102,2.7981,Consumer Defensive,6096856920.0,15.406389300667927,0.4570253280463223,1334030423666.5952,2014
71,SAFM,2774845000.0,0.1877,0.161,0.0898,0.2774,0.2954,0.2596,-0.3262,0.0223,0.0807,0.0886,0.0643,0.2165,0.1043,0.0,7.7759,4.0145,2.1577,Consumer Defensive,1937488471.36,-4.853748814036342,0.145235703548259,1334030423666.5952,2014
73,UNFI,6794447000.0,0.166,0.039,0.0185,0.1009,0.0749,0.0938,1.6408,0.3612,0.1247,0.1206,0.1118,0.1287,0.128,0.1612,23.6957,12.9192,2.3952,Consumer Defensive,2976590279.3,-48.08757482356145,0.22312761586942026,1334030423666.5952,2014
75,LOPE,691055000.0,0.5821,0.305,0.1613,0.2341,0.32299999999999995,0.1968,-0.6962,0.1827,,,0.2123,0.3228,0.1665,0.2929,19.0449,9.6327,4.477,Consumer Defensive,2179094509.64,-11.978944010155564,0.1633466876752884,1334030423666.5952,2014
76,EPC,2612200000.0,0.4938,0.245,0.1363,0.1412,0.0347,0.1867,1.8133,0.9073,0.016,0.0559,-0.06,0.0609,-0.1445,0.1492,15.9119,10.6357,2.2365,Consumer Defensive,5641037443.779,-16.99012846347444,0.4228567312786282,1334030423666.5952,2014
78,CALM,1440907000.0,0.2101,0.14,0.0758,0.1839,0.1861,0.1696,-0.7328,0.1029,0.0959,0.0502,0.0893,0.0631,0.1491,0.2121,15.3018,7.5753,2.8085,Consumer Defensive,1679892764.79,24.4910683176579,0.12592612094803646,1334030423666.5952,2014
79,CORE,10280100000.0,0.0558,0.01,0.0042,0.0926,0.07200000000000001,0.083,0.6935,0.2109,,,0.0743,-0.0388,0.0773,0.1717,33.2957,14.895,3.1012,Consumer Defensive,1431512817.02,35.539294808999074,0.10730735908447077,1334030423666.5952,2014
81,FIZZ,641135000.0,0.3395,0.118,0.0681,0.4109,0.3137,0.3159,0.0009,0.2825,0.0182,0.0837,0.0205,0.1185,0.0212,0.022,20.4086,11.652,8.2807,Consumer Defensive,879391134.7,102.94774326368128,0.06591987102385455,1334030423666.5952,2014
82,UVV,2542115000.0,0.1704,0.112,0.0586,0.1081,0.0855,0.0984,0.9009,0.3041,0.0053,0.0395,0.0136,0.0399,0.005,-0.0077,9.6863,5.4738,0.9415,Consumer Defensive,1297559677.68,40.925165428725116,0.09726612337023356,1334030423666.5952,2014
84,NUS,2569495000.0,0.8138,0.138,0.0736,0.2007,0.2249,0.2147,-0.1496,0.2624,0.1046,0.113,0.1566,0.1769,0.1622,0.0904,13.6563,7.1806,2.7412,Consumer Defensive,2590718753.4,-7.334735411347648,0.19420237405676138,1334030423666.5952,2014
85,PSMT,2517567000.0,0.1604,0.066,0.0369,0.1694,0.16699999999999998,0.177,-0.2874,0.1668,0.0126,0.0,0.1439,0.16399999999999998,0.1337,0.1418,29.4365,16.0574,4.9101,Consumer Defensive,2730041190.52,-6.849273048551334,0.2046460966771999,1334030423666.5952,2014
87,LBY,855892000.0,0.2373,0.09,0.0058,0.0641,0.0855,0.011,4.9214,5.6541,-0.0012,-0.0923,-0.0446,0.0,-0.0101,-0.4202,136.6957,13.7926,8.8149,Consumer Defensive,681161968.08,-30.732668999511514,0.05106045229521977,1334030423666.5952,2014
88,HELE,1317153000.0,0.3923,0.115,0.0655,0.0838,0.0595,0.2077,0.8109,0.1871,0.0941,0.0236,0.14800000000000002,0.0,0.1755,-0.0396,24.2788,14.6639,2.0353,Consumer Defensive,2094103889.22,45.46997787958416,0.15697572199772894,1334030423666.5952,2014
90,TUES,864844000.0,0.3494,0.004,-0.0118,-0.0501,-0.0321,-0.05,-13.9842,0.0,-0.0008,0.0,0.0084,0.0,0.0139,0.0,0.0,204.0485,3.785,Consumer Defensive,774670345.02,-69.92133356587512,0.058069915893732865,1334030423666.5952,2014
92,ATGE,1923371000.0,0.4887,0.132,0.0697,0.0874,0.0869,0.1642,-1.4598,0.0,0.1049,0.1098,0.0817,-0.0186,-0.012,-0.2397,20.2584,9.1475,1.7532,Consumer Defensive,2688399470.0,-42.087255975413576,0.20152459961227187,1334030423666.5952,2014
93,UTI,378393000.0,0.4713,0.07,0.0054,0.0153,0.0398,0.0154,-2.026,0.2831,0.0403,-0.2327,0.0031,-0.2977,-0.0602,-0.5781,116.875,6.6453,1.7295,Consumer Defensive,229936780.15,-51.04881771560178,0.0172362470953261,1334030423666.5952,2014
94,CENT,1604357000.0,0.28300000000000003,0.057,0.0055,0.0182,0.0403,0.0132,3.7966,0.9289,0.0453,-0.1254,0.0716,-0.2828,0.0425,-0.2903,43.6111,8.1245,0.7988,Consumer Defensive,395890509.2,50.38933038907155,0.029676272907771563,1334030423666.5952,2014
95,LANC,1041075000.0,0.2388,0.142,0.07200000000000001,0.1419,0.2684,0.1606,-1.4324,0.0,0.022,0.0207,0.0036,-0.0285,-0.0104,-0.1057,34.6036,16.1826,4.9114,Consumer Defensive,2601484080.0,32.94796192086428,0.19500935164955208,1334030423666.5952,2014
96,SAM,903007000.0,0.515,0.2,0.1005,0.2081,0.2188,0.1895,-0.4195,0.0013,0.163,0.2297,0.1872,0.2589,0.2088,0.1129,42.3103,20.8661,8.7944,Consumer Defensive,3846997492.56,-27.95874992799889,0.28837404487271673,1334030423666.5952,2014
97,WMK,2776683000.0,0.2712,0.054000000000000006,0.0196,0.0644,0.0572,0.0575,-0.644,0.0,0.0292,-0.0043,0.0201,-0.0282,0.0029,-0.1039,23.6485,7.892,1.5211,Consumer Defensive,1284938622.11,-3.8491329448905818,0.09632003883227296,1334030423666.5952,2014
98,STRA,446041000.0,0.4702,0.23,0.1039,0.4999,0.5353,0.2083,-0.4247,1.2806,0.1217,0.0382,0.0248,-0.1056,-0.0711,-0.2101,16.9203,7.4772,8.474,Consumer Defensive,809900169.48,-17.224291275930756,0.06071077204176362,1334030423666.5952,2014
99,GPX,501867000.0,0.1785,0.106,0.054000000000000006,0.1786,0.1275,0.5272,0.8244,0.3861,0.1121,0.0133,0.1423,0.0,0.1489,0.1517,23.4,11.6827,3.8352,Consumer Defensive,579984931.89,-23.86294433329489,0.04347613979416646,1334030423666.5952,2014
100,APEI,350020000.0,0.6464,0.235,0.1168,0.1745,0.307,0.2147,-1.4076,0.0,0.1673,0.2657,0.1971,0.1231,0.1146,0.0109,15.6229,6.3411,2.7147,Consumer Defensive,636545617.65,-48.50580817751199,0.04771597456529127,1334030423666.5952,2014
104,IMKTA,3835985953.0,0.2203,0.058,0.0134,0.1344,0.0547,0.0372,4.1456,2.4497,0.0657,0.0654,0.0491,0.1467,0.049,0.1224,10.1356,6.5759,1.4229,Consumer Defensive,544413841.92,16.135106772347747,0.04080970210736824,1334030423666.5952,2014
105,CECO,913964000.0,0.6463,-0.13,-0.1949,-0.6319,-0.5318,-0.7029,1.9381,0.0355,-0.0063,0.0,-0.0831,0.0,-0.1592,0.0,0.0,0.0,1.6621,Consumer Defensive,468258986.4,-46.53902599654403,0.03510107251624635,1334030423666.5952,2014
106,TR,543525000.0,0.371,0.207,0.1165,0.0916,0.0744,0.1622,-1.1808,0.012,0.0325,0.0048,0.0256,0.0441,0.0116,0.1347,29.1877,15.2921,2.6630000000000003,Consumer Defensive,1853041794.4472,8.734910450517331,0.13890551231613574,1334030423666.5952,2014
107,ANDE,4540071000.0,0.0875,0.056,0.0242,0.1366,0.0382,0.1172,1.0278,0.4697,0.1051,0.1582,0.0735,0.2213,-0.0161,0.0347,13.8026,7.0505,1.9123,Consumer Defensive,1535746000.0,-39.44045494964561,0.11512076282180939,1334030423666.5952,2014
108,VLGEA,1518636000.0,0.269,0.036000000000000004,0.0033,0.0216,0.0793,0.0226,-0.5704,0.1979,0.0351,-0.1026,0.0359,-0.2938,0.044,-0.3838,58.5366,5.5931,1.4467,Consumer Defensive,337288704.0,2.203321313704734,0.02528343417183536,1334030423666.5952,2014
110,JBSS,778622000.0,0.1578,0.078,0.0338,0.1159,0.0899,0.0982,1.3245,0.3614,0.0272,0.0016,0.0623,0.2961,0.0376,1.0775,11.0756,6.1383,1.2822,Consumer Defensive,291057393.16,35.946194719511546,0.021817897702814455,1334030423666.5952,2014
113,JJSF,919451000.0,0.3128,0.161,0.0781,0.1277,0.1291,0.213,-0.6148,0.0009,0.0773,0.1167,0.069,0.115,0.073,0.0925,24.4831,11.2268,3.1251,Consumer Defensive,1757456774.28,9.814612637332123,0.13174038186097836,1334030423666.5952,2014
115,FC,205165000.0,0.6739,0.153,0.0881,0.1426,0.1011,0.268,0.5393,0.21600000000000005,-0.0128,0.0,0.0596,0.0,0.0929,0.5667,17.5926,10.7656,2.526,Consumer Defensive,320307890.0,-14.591839564735265,0.02401053861422671,1334030423666.5952,2014
116,LNDC,476813000.0,0.1312,0.081,0.0402,0.0943,0.0494,0.1641,0.5229,0.1693,0.0715,0.1816,0.1474,0.195,0.1954,0.6917,17.0,9.0387,1.6148,Consumer Defensive,327790541.52,-14.892084544122396,0.0245714442268164,1334030423666.5952,2014
120,BREW,200022000.0,0.2935,0.071,0.0154,0.0267,0.0239,0.026,0.9801,0.1289,0.0993,0.0,0.0745,0.2536,0.0987,-0.3193,83.375,18.9269,2.207,Consumer Defensive,254450121.48,-34.863816053819,0.01907378699659948,1334030423666.5952,2014
127,SENEA,1340208000.0,0.0688,0.036000000000000004,0.0103,0.035,0.0244,0.0216,4.5019,0.5863,-0.0062,-0.04,-0.0586,-0.1229,0.0717,-0.052000000000000005,25.3871,11.5193,0.8590000000000001,Consumer Defensive,338147142.0,7.333331637912327,0.0253477833789277,1334030423666.5952,2014
130,BRID,133401000.0,0.2898,-0.012,-0.0326,-0.172,-0.0636,-0.1443,0.1196,0.0,0.0072,0.0,0.0233,0.0,0.0468,0.0,0.0,0.0,2.9794,Consumer Defensive,75246897.0,12.258062055034022,0.005640568285780409,1334030423666.5952,2014
133,NAII,73942000.0,0.1723,0.076,0.027000000000000003,0.047,0.075,0.0497,-3.4943,0.0,-0.0213,-0.0547,0.0069,0.0,0.1132,-0.2578,18.2069,3.1225,0.8496,Consumer Defensive,36948141.12,94.36089885235519,0.0027696625552547506,1334030423666.5952,2014
136,UG,13449679.0,0.6046,0.441,0.3012,0.2748,0.9664,0.2719,-1.9226,0.0,0.0263,0.0578,0.0174,0.0236,-0.0211,-0.0495,22.5341,13.432,6.185,Consumer Defensive,91147385.37,3.3326624355887624,0.0068324817600096815,1334030423666.5952,2014
137,LWAY,118960000.0,0.2426,0.065,0.0164,0.0438,0.0534,0.0521,0.3634,0.2013,0.2237,-0.0016,0.1779,-0.1844,0.1959,-0.1167,154.4167,39.5625,6.7761,Consumer Defensive,302891695.01,-36.89596199442522,0.02270500654531546,1334030423666.5952,2014
138,ACU,107222306.0,0.3561,0.084,0.0447,0.1215,0.075,0.0976,2.4354,0.6124,0.0985,0.0435,0.1225,0.1079,0.1162,0.1744,13.5068,9.761,1.6678,Consumer Defensive,65756205.45,-10.369640328726005,0.004929138367719414,1334030423666.5952,2014
139,ALCO,104003000.0,0.2038,0.316,0.0913,0.0587,0.028,0.0409,1.0606,0.4072,0.0186,-0.0625,0.0316,0.0,0.0192,0.1032,29.5349,9.5905,1.7333,Consumer Defensive,280495629.0,-22.149607200596513,0.021026179315240433,1334030423666.5952,2014
144,CYAN,28178000.0,0.3971,0.031,-0.0149,-0.0204,-0.0065,-0.0207,-0.2432,0.266,0.0773,0.0,0.141,0.0,0.1784,0.0,0.0,32.5753,1.3991,Consumer Defensive,28748935.12,-23.913044529886605,0.0021550434390381653,1334030423666.5952,2014
149,JVA,108863097.0,0.1426,0.079,0.0456,0.1931,0.1974,0.1951,-0.1497,0.0971,0.0939,0.1361,0.0467,0.0534,-0.133,0.7518,7.3333,4.0336,1.3885,Consumer Defensive,35878665.68,-25.818885121661,0.002689493810897292,1334030423666.5952,2014
150,LINC,218040000.0,0.5262,-0.16,-0.2574,-0.6762,-0.1249,-0.5651,-0.6567,0.7852,-0.0229,0.0,-0.1455,0.0,-0.2276,0.0,0.0,0.0,0.7721,Consumer Defensive,67346960.8,-25.746270150483927,0.005048382675928503,1334030423666.5952,2014
152,MTEX,190081000.0,0.7982,0.06,0.0342,0.207,1.3776,0.3175,-2.4286,0.0559,-0.0435,-0.105,-0.08199999999999999,0.0,-0.0197,0.0,10.9221,3.7931,2.267,Consumer Defensive,71108702.6,-25.079488921699447,0.00533036588510156,1334030423666.5952,2014
153,NATR,366367000.0,0.75,0.038,0.0273,0.0777,0.1533,0.0874,-4.415,0.0,-0.0018,-0.0294,-0.0059,0.0823,-0.0326,-0.1972,25.5517,15.6076,1.9661,Consumer Defensive,277753713.12,-28.938578559970544,0.020820643082231312,1334030423666.5952,2014
155,NHTC,124590000.0,0.7834,0.166,0.1635,0.7701,0.0,0.7937,-2.1759,0.0,-0.0809,0.224,0.2765,0.0,0.5223,0.9831,6.8563,4.892,5.5735,Consumer Defensive,146595105.7,197.26947283566318,0.010988887741936347,1334030423666.5952,2014
156,OBCI,33926988.0,0.3575,0.114,0.0604,0.1022,0.103,0.103,-0.5008,0.0558,-0.0049,0.5333,0.0346,0.1085,-0.0151,-0.0858,19.6522,9.8744,2.0114,Consumer Defensive,40292518.48,-50.80459152609147,0.0030203597882914567,1334030423666.5952,2014
159,RELV,57344959.0,0.7967,0.018000000000000002,0.0126,0.0426,0.0036,0.0576,-0.7171,0.2497,-0.0308,-0.1642,-0.0733,-0.2176,-0.0868,-0.1214,19.5,13.5531,0.8719,Consumer Defensive,14818773.06,-52.06611788922943,0.0011108272193126197,1334030423666.5952,2014
160,RMCF,39184807.0,0.4995,0.1,0.0407,0.0902,0.1351,0.0938,-1.5132,0.0,0.0639,0.0562,0.0351,-0.2084,0.081,-0.258,16.4861,9.5469,3.7327,Consumer Defensive,72595258.2,-15.580527767524199,0.005441799295736543,1334030423666.5952,2014
164,WVVI,15156159.0,0.5949,0.284,0.1426,0.102,0.0625,0.0766,1.1584,0.2597,0.0409,0.1573,-0.016,0.244,0.0771,0.3649,12.8889,7.7153,1.3313,Consumer Defensive,28201514.0,19.594591764571323,0.002114008308932556,1334030423666.5952,2014
169,FCX,20001000000.0,0.0753,0.18,-0.0551,-0.0603,-0.0038,-0.0223,5.1197,1.0307,0.1146,0.0,0.0119,0.0,-0.0442,0.0,0.0,11.8794,1.3272,Basic Materials,24273799913.92,-70.57682249401594,5.4071757675348175,448918270045.18945,2014
170,NUE,21105141000.0,0.0876,0.092,0.0322,0.0874,0.0661,0.0705,1.7819999999999998,0.5898,0.0635,-0.0491,0.1323,0.0,0.0152,-0.0466,23.1368,9.8403,2.0131,Basic Materials,15646946909.85,-14.856608891955865,3.4854778595388716,448918270045.18945,2014
171,X,17507000000.0,0.1172,0.059,0.0058,0.0268,0.0575,0.0149,2.0615,0.9208,-0.0021,-0.2333,0.0932,0.0,-0.0448,0.0,37.662,5.8022,1.024,Basic Materials,3890258792.28,-69.64392345491194,0.8665850895060242,448918270045.18945,2014
182,OLN,2241200000.0,0.1731,0.155,0.0472,0.1043,0.0611,0.0772,1.2079,0.6662,0.0002,0.0559,0.0778,-0.0499,0.0517,-0.2365,16.9925,6.3494,1.7527,Basic Materials,1780484757.48,-22.373666786876182,0.39661668421309093,448918270045.18945,2014
183,JCI,38749000000.0,0.1627,0.08199999999999999,0.0317,0.1074,0.0531,0.1572,2.2230000000000003,0.5906,0.0326,0.0319,-0.0327,0.0087,0.0214,-0.0392,15.6252,9.7076,2.2183,Basic Materials,23635587075.6504,-23.319781904693237,5.265008945452625,448918270045.18945,2014
185,CMC,6790438000.0,0.1022,0.052000000000000005,0.0117,0.0609,0.0546,0.0306,2.6676,1.0158,0.0817,0.146,-0.0817,-0.2007,0.0091,0.0,18.1979,7.7923,1.5265,Basic Materials,2058423277.25,-12.619352796576033,0.4585296287992006,448918270045.18945,2014
191,CENX,1931042000.0,0.1045,0.123,0.0655,0.1144,0.0557,0.0785,0.3815,0.2305,-0.0414,0.0312,0.1744,0.0,0.1277,1.2406,18.626,9.515,1.9639,Basic Materials,2170335055.2,-82.07623640047271,0.48345883872837864,448918270045.18945,2014
192,HL,500781000.0,0.1701,0.303,0.0356,0.0128,0.0069,0.0087,2.0587,0.3734,0.0249,0.0,0.0039,-0.3008,-0.0589,-0.5458,55.8,8.8228,0.7337,Basic Materials,1024981447.77,-33.1172769731603,0.22832250682664848,448918270045.18945,2014
